,budget,animation,drama,history,horror,dansk,language,steven_spielberg_,martin_scorsese_,tim_burtonofi,crew_count,keyword_count,budget_cast_ratio,budget_runtime_ratio,cast_count,149Pictures,BazmarkFilms,BlueSkyStudios,BookshopProductions,DreamWorksAnimation,EdkoFilms,EuropaCorp,GreatAmericanFilmsLimitedPartnership,HomeBoxOffice(HBO),IngeniousFilmPartners,Kennedy/MarshallCompanyThe,LauraZiskinProductions,LeStudioCanal+,Lucasfilm,MarvelStudios,PixarAnimationStudios,TigProductions,WaltDisneyPictures,WildHogsProductions,WingNutFilms,Uruguay,Aug,Fri,revenue
791,1300000,0,1,0,0,0,0,0,0,0,13,7,68421.05263,13131.31313,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72266306
792,4.00E+07,1,0,0,0,0,0,0,0,0,48,12,3333333.333,481927.7108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,222300000
793,1.30E+07,0,0,0,0,0,0,0,0,0,122,16,866666.6667,156626.506,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73180723
794,4.00E+07,0,1,0,0,0,0,0,0,0,17,1,4.00E+06,430107.5269,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10959475
795,2.50E+07,0,1,0,0,0,0,0,0,0,61,21,347222.2222,215517.2414,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93617009
796,1.30E+07,0,0,0,1,0,0,0,0,0,27,16,448275.8621,144444.4444,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20560255
797,8,0,1,1,0,0,0,0,0,0,10,3,1,0.060150376,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33579813
798,23286768.59,0,1,0,0,0,0,0,0,0,2,7,2204864.567,237779.5122,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4631
799,23289916.3,0,0,0,1,0,0,0,0,0,41,12,898577.5831,272602.1881,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66456
800,1.10E+08,0,0,0,0,0,0,0,0,0,107,10,1833333.333,940170.9402,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177238796
801,5.00E+06,0,0,0,0,0,0,0,0,0,44,6,263157.8947,46296.2963,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58978653
802,3.00E+06,0,1,0,0,0,0,0,0,0,15,6,136363.6364,31914.89362,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14016568
803,7.00E+06,0,0,0,0,0,0,0,0,0,19,4,437500,64814.81481,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,453079
804,1.50E+07,1,0,0,0,0,0,0,0,0,15,19,1.00E+06,180722.8916,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32056467
805,2.00E+07,1,0,0,0,0,0,0,0,0,10,15,2222222.222,277777.7778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,135680000
806,1.40E+07,0,0,0,0,0,0,0,0,0,8,3,777777.7778,117647.0588,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13551174
807,3.00E+06,0,0,0,0,0,0,0,0,0,6,16,187500,30000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18492362
808,23293064.44,0,1,0,0,0,0,0,0,0,23,8,1011236.748,161797.8796,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138730
809,23296213,0,1,1,0,0,0,0,0,0,26,4,4046295.306,269753.0204,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32846
810,7.50E+07,0,0,0,0,0,0,0,0,0,29,11,4411764.706,619834.7107,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220021259
811,4.20E+07,0,1,0,0,0,0,0,0,0,11,21,1555555.556,338709.6774,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363889678
812,23299361.99,0,1,0,0,0,0,0,0,0,2,5,6071466.107,214919.1542,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1400000
813,3.30E+07,0,0,0,0,0,0,0,0,0,17,17,1500000,336734.6939,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244386864
814,1.50E+07,0,1,0,0,0,0,0,0,0,3,1,1875000,157894.7368,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21000000
815,5.00E+07,0,0,0,0,0,0,0,0,0,33,12,2941176.471,515463.9175,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42277365
816,3.20E+07,0,1,0,0,0,0,0,0,0,35,23,2133333.333,333333.3333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60740827
817,1.20E+07,0,0,0,0,0,0,0,0,0,10,9,705882.3529,130434.7826,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41205099
818,1.00E+05,0,1,0,1,0,0,0,0,0,9,16,20000,1111.111111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22000000
819,23302511.4,1,0,0,0,0,0,0,0,0,12,6,899776.2858,264064.7795,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233755553
820,1.00E+06,0,1,0,0,0,0,0,0,0,8,2,125000,9345.794393,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2402459
821,4.00E+06,0,0,0,1,0,0,0,0,0,37,17,173913.0435,40404.0404,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9221
822,886000,0,0,0,0,0,0,0,0,0,16,3,98444.44444,8601.941748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2600000
823,5.00E+07,0,1,0,0,0,0,0,0,0,13,6,2777777.778,467289.7196,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170128460
824,23305661.24,0,1,0,1,0,0,0,0,0,13,7,2700228.634,300025.4037,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
825,1.10E+08,1,0,0,0,0,0,0,0,0,76,3,5238095.238,1447368.421,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,103951461
826,2700000,0,1,0,0,0,0,0,0,0,15,12,270000,33750,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15992615
827,3860000,0,1,1,0,0,0,0,0,0,10,8,275714.2857,29692.30769,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64076736
828,1.00E+07,1,0,0,0,0,0,0,0,0,2,12,1111111.111,112359.5506,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150000000
829,5.40E+07,0,1,0,0,0,0,0,0,0,27,12,3.00E+06,446280.9917,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7266209
830,5.00E+05,0,1,0,0,0,0,0,0,0,2,12,1.00E+05,6410.25641,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11276
831,6.00E+06,0,1,0,0,0,0,0,0,0,18,4,6.00E+05,43165.46763,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161000000
832,1.20E+07,0,1,0,0,0,0,0,0,0,14,5,255319.1489,109090.9091,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148182
833,1.50E+08,0,1,0,0,0,0,0,0,0,137,49,1327433.628,1071428.571,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374218673
834,14500000,0,0,0,0,0,0,0,0,0,7,5,439393.9394,176829.2683,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65497208
835,3.00E+07,0,1,0,0,0,0,0,0,0,22,16,1764705.882,306122.449,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36160375
836,23308811.51,0,1,0,0,0,0,0,0,0,2,7,4862031.678,267144.5977,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305887
837,23311962.2,0,1,0,0,0,0,0,0,0,15,2,2431826.177,243182.6177,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21520719
838,1.50E+08,0,0,0,0,0,0,0,0,0,76,16,2500000,1250000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378858340
839,23315113.31,0,1,0,0,0,0,0,0,0,3,12,3040795.983,193066.4116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16803753
840,4.00E+06,0,0,0,1,0,0,0,0,0,21,12,307692.3077,46511.62791,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9797098
841,10721568,0,1,0,0,0,0,0,0,0,19,9,1191285.333,87881.70492,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2978994
842,23318264.86,0,0,0,0,0,0,0,0,0,30,10,1158784.602,250870.8933,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11449638
843,23321416.83,0,0,0,0,0,0,0,0,0,2,12,2434258.814,234063.3475,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369975
844,2.00E+07,1,0,0,0,0,0,0,0,0,3,2,909090.9091,235294.1176,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27187375
845,355000,0,0,0,1,0,0,0,0,0,14,20,13653.84615,4930.555556,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012189
846,5.40E+07,0,1,0,0,0,0,0,0,0,24,13,1421052.632,333333.3333,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136766062
847,2.00E+07,0,1,0,0,0,0,0,0,0,84,21,208333.3333,166666.6667,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7227038
848,2.40E+07,0,1,0,0,0,0,0,0,0,16,13,3.00E+06,235294.1176,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2642983
849,6400000,0,1,0,0,0,0,0,0,0,19,10,4.00E+05,45714.28571,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000000
850,1,0,1,0,0,0,0,0,0,0,20,12,0.027777778,0.011494253,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000
851,6.00E+06,0,1,0,0,0,0,0,0,0,38,12,375000,49586.77686,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48027970
852,1.50E+07,0,0,0,0,0,0,0,0,0,3,1,2142857.143,166666.6667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2042530
853,23324569.22,0,1,0,0,0,0,0,0,0,6,6,936565.4746,225469.4661,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152761
854,23327722.04,0,1,0,0,0,0,0,0,0,4,16,1159943.773,219448.822,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36611610
855,2196531,0,0,0,0,0,0,0,0,0,3,5,366088.5,20528.3271,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2411594
856,23330875.29,0,0,0,0,0,0,0,0,0,10,7,4873387.769,232066.0843,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887029
857,7.00E+06,0,1,0,0,0,0,0,0,0,14,11,538461.5385,64220.18349,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000
858,5.90E+07,1,0,0,0,0,0,0,0,0,58,30,3277777.778,728395.0617,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383257136
859,9750000,0,1,0,0,0,0,0,0,0,80,9,304687.5,98484.84848,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558000
860,1.30E+07,0,1,0,1,0,0,0,0,0,22,28,722222.2222,113043.4783,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8038508
861,2.40E+07,0,0,0,0,0,0,0,0,0,5,20,2181818.182,269662.9213,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14782676
862,1.70E+07,0,0,0,1,0,0,0,0,0,51,4,1214285.714,186813.1868,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97542952
863,23334028.96,0,0,0,0,0,0,0,0,0,11,2,2031255.097,297256.8434,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26488
864,23337183.06,0,0,0,0,0,0,0,0,0,11,7,4063864.363,280266.5078,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642899
865,23340337.59,0,1,0,0,0,0,0,0,0,15,2,1283753.364,219741.5667,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634074
866,5.00E+07,0,1,0,0,0,0,0,0,0,5,11,3571428.571,438596.4912,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9448082
867,151000,0,1,0,0,0,0,0,0,0,4,2,12583.33333,1659.340659,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000
868,23343492.54,0,1,0,0,0,0,0,0,0,8,26,1284181.281,223848.1133,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135893
869,8.80E+07,0,1,1,0,0,0,0,0,0,45,23,1294117.647,611111.1111,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108539911
870,3.10E+07,0,1,0,0,0,0,0,0,0,32,13,837837.8378,248000,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000000
871,4.00E+06,1,0,0,0,0,0,0,0,0,3,10,129032.2581,47058.82353,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101046
872,23346647.92,0,0,0,0,0,0,0,0,0,2,12,1627171.833,196835.3024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48720000
873,23349803.72,0,1,0,0,0,0,0,0,0,4,12,3051964.169,226071.4199,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3106835
874,5.00E+07,0,1,1,0,0,0,0,0,0,10,12,4545454.545,370370.3704,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10382407
875,1.50E+07,0,0,0,1,0,0,0,0,0,14,2,2142857.143,150000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146497771
876,3.60E+07,0,1,0,0,0,0,0,0,0,16,23,2400000,378947.3684,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50159144
877,23352959.96,0,1,0,0,0,0,0,0,0,2,5,1628256.795,179587.1465,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42160849
878,5.00E+07,0,1,0,0,0,0,0,0,0,85,8,2500000,595238.0952,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38502340
879,23356116.61,0,0,0,0,0,0,0,0,0,17,7,1526999.576,228336.3851,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3572443
880,1.30E+07,0,0,0,0,0,0,0,0,0,26,3,1.00E+06,139784.9462,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48065672
881,7700000,0,1,0,0,0,0,0,0,0,55,11,550000,62601.62602,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072602
882,2.00E+08,0,0,0,0,0,0,0,0,1,24,13,5714285.714,1851851.852,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1025491110
883,5.70E+07,0,0,0,0,0,0,0,0,0,35,14,5181818.182,6.00E+05,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149217355
884,2.50E+07,0,1,0,0,0,0,0,0,0,56,32,1562500,213675.2137,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77278331
885,23359273.7,1,0,0,0,0,0,0,0,0,3,12,4888027.441,287531.026,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18315000
886,23362431.21,0,0,0,0,0,0,0,0,0,10,1,1528017.745,235079.6531,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49579269
887,23365589.15,0,1,0,0,0,0,0,0,0,3,12,6114108.337,244564.3335,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
888,2.00E+07,0,1,1,0,0,0,0,0,0,6,17,1538461.538,156250,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54586584
889,5.00E+06,0,1,0,0,0,0,0,0,0,9,35,312500,52631.57895,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,368744044
890,23368747.52,0,0,0,1,0,0,0,0,0,59,4,1063677.63,260261.5478,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13102295
891,23371906.31,0,1,0,0,0,0,0,0,0,11,6,4078790.059,233073.7176,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8125592
892,3.70E+07,0,0,0,0,0,0,0,0,0,11,8,3700000,336363.6364,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,37962774
893,23375065.53,0,0,0,0,0,0,0,0,0,1,7,8160299.311,275066.2689,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,386749
894,2.50E+07,0,1,0,0,0,0,0,0,0,4,5,1785714.286,250000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13000000
895,5.00E+07,0,0,0,0,0,0,0,0,0,107,5,3125000,442477.8761,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100020092
896,23378225.18,0,1,1,0,0,0,0,0,0,13,11,1440532.837,220622.1462,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5438927
897,1.20E+07,0,1,0,0,0,0,0,0,0,30,9,105263.1579,115384.6154,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,114194847
898,2.00E+07,0,1,0,0,0,0,0,0,0,19,10,1333333.333,165289.2562,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432000
899,23381385.25,1,1,0,0,1,0,0,0,0,36,7,699920.6072,278377.5142,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16627188
900,1.20E+07,0,1,0,0,0,0,0,0,0,17,6,5.00E+05,64864.86486,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000
901,2.00E+07,0,0,0,0,0,0,0,0,0,20,3,909090.9091,215053.7634,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16863583
902,23384545.75,0,0,0,0,0,0,0,0,0,3,6,24505386.99,257951.442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52164
903,1.85E+08,0,0,0,0,0,0,1,0,0,14,26,4868421.053,1516393.443,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786636033
904,23387706.68,0,1,0,0,0,0,0,0,0,4,6,2042796.288,216934.1191,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14134877
905,1.00E+08,0,0,0,0,0,0,0,0,0,38,24,6666666.667,1111111.111,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202026112
906,1.60E+07,0,1,0,0,0,0,0,0,0,18,13,1.00E+06,166666.6667,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92823546
907,2.50E+08,0,1,0,0,0,0,0,0,0,25,31,11904761.9,1515151.515,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084939099
908,3.10E+07,0,1,0,0,0,0,0,0,0,21,6,1823529.412,192546.5839,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128499205
909,9600000,0,1,0,0,0,0,0,0,0,4,8,228571.4286,79338.84298,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541554
910,23390868.03,0,0,0,1,0,0,0,0,0,43,3,598090.8937,291925.3171,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30668
911,23394029.82,0,1,0,0,0,0,0,0,0,2,12,4905980.11,275616.8601,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340
912,3500000,0,1,0,0,0,0,0,0,0,4,4,1750000,33333.33333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492523
913,2.50E+07,0,1,0,0,0,0,0,0,0,2,8,1923076.923,238095.2381,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054941
914,5.00E+07,0,1,0,0,0,0,0,0,0,18,18,4545454.545,413223.1405,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50068310
915,9.00E+06,0,0,1,0,0,0,0,0,0,35,14,346153.8462,75000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4600000
916,23397192.03,0,1,1,0,0,0,0,0,0,5,8,2230734.289,183119.979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61700000
917,6500000,0,0,0,0,0,0,0,0,0,8,13,382352.9412,66326.53061,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28451622
918,23400354.66,0,0,0,0,0,0,0,0,0,4,12,1888173.58,306828.2068,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3662459
919,940000,0,1,0,0,0,0,0,0,0,13,8,104444.4444,6811.594203,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5100000
920,23403517.73,0,1,0,0,0,0,0,0,0,5,1,3507776.947,255775.4024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3832228
921,23406681.22,0,0,0,1,0,0,0,0,0,2,40,2232965.767,253222.9221,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2683519
922,5.00E+06,0,0,0,1,0,0,0,0,0,12,18,263157.8947,52083.33333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11642254
923,23409845.14,1,0,0,0,0,0,0,0,0,23,14,1638054.065,315010.3972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35348597
924,7.00E+06,0,1,0,0,0,0,0,0,0,2,3,538461.5385,55118.11024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191125
925,23413009.49,0,0,0,0,0,0,0,0,0,15,7,1170428.631,228180.7095,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850259
926,5.00E+06,0,1,0,0,0,0,0,0,0,6,5,5.00E+05,54945.05495,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75143
927,4.00E+07,0,0,0,0,0,0,0,0,0,77,13,2500000,325203.252,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96618699
928,1.95E+08,0,0,0,0,0,0,0,0,0,108,5,4239130.435,1710526.316,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197687603
929,23416174.26,0,0,1,0,0,0,0,0,0,9,1,2458719.425,248355.4975,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,641
930,5.00E+06,0,0,0,0,0,0,0,0,0,16,16,135135.1351,43103.44828,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42365581
931,2.80E+07,0,0,0,0,0,0,0,0,0,50,7,1333333.333,274509.8039,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58795814
932,143149,1,0,0,0,0,0,0,0,0,9,12,8946.8125,1522.861702,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645135
933,5.70E+07,0,0,0,0,0,0,0,0,0,124,32,2590909.091,495652.1739,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159055768
934,1.63E+08,0,0,0,0,0,0,0,0,0,127,12,7086956.522,1369747.899,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174822325
935,4.00E+07,0,0,0,0,0,0,0,0,0,25,6,1904761.905,327868.8525,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171539887
936,23419339.47,0,0,0,0,0,0,0,0,0,3,5,2459538.998,264466.559,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4215859
