"","revenue","budget","animation","drama","history","horror","dansk","language","steven_spielberg_","martin_scorsese_","tim_burtonofi","crew_count","keyword_count","budget_cast_ratio","budget_runtime_ratio","cast_count","X149Pictures","Appian.Way","Bazmark.Films","Blue.Sky.Studios","Bookshop.Productions","DreamWorks.Animation","Edko.Films","EuropaCorp","Great.American.Films.Limited.Partnership","Home.Box.Office..HBO.","Ingenious.Film.Partners","Kennedy.Marshall.CompanyThe","Laura.Ziskin.Productions","Le.Studio.Canal.","Lucasfilm","Marvel.Studios","Pixar.Animation.Studios","Tig.Productions","Walt.Disney.Pictures","WingNut.Films","Uruguay","Aug","Fri"
"406",125586134,1.7e+07,0,0,0,1,0,0,0,0,0,76,15,1545454.545,170000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"407",14110589,3e+07,1,0,0,0,0,0,0,0,0,43,13,2e+06,294117.6471,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"408",6682098,1.9e+07,0,0,0,0,0,0,0,0,0,19,8,863636.3636,152000,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"409",40485039,1e+07,0,0,0,0,0,0,0,0,0,12,29,454545.4545,111111.1111,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"410",4104962,22958615.33,0,1,0,0,0,0,0,0,0,11,10,1801496.726,203647.456,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411",183316455,18500000,0,0,0,1,0,0,0,0,0,38,18,711538.4615,135036.4964,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"412",148336445,8.7e+07,0,1,1,0,0,0,0,0,0,60,7,7250000,617021.2766,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",97594140,2.8e+07,0,0,0,0,0,0,0,0,0,15,10,1333333.333,243478.2609,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",966214,8e+05,0,0,0,0,0,0,0,0,0,2,12,36363.63636,9638.554217,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",179379533,6.5e+07,0,0,0,0,0,0,0,0,0,11,1,4333333.333,783132.5301,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",149705852,6e+07,0,1,0,0,0,0,0,0,0,23,27,3750000,517241.3793,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"417",69932387,22961718.68,0,1,0,0,0,0,0,0,0,12,9,3904543.987,180209.7225,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418",373530,22964822.46,0,0,0,1,0,0,0,0,0,14,20,1378533.706,260389.7001,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"419",4601043,2e+06,0,1,0,0,0,0,0,0,0,26,42,125000,20000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"420",5000000,3750000,0,0,0,0,0,0,0,0,0,9,12,750000,24193.54839,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421",151119219,3e+07,0,0,0,0,0,0,0,0,0,66,16,697674.4186,319148.9362,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",40996665,1.9e+07,0,0,0,1,0,0,0,0,0,12,6,2111111.111,208791.2088,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"423",296557,2900000,0,0,0,0,0,0,0,0,0,16,5,1e+05,32222.22222,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"424",29657751,2.6e+07,0,0,0,0,0,0,0,0,0,20,26,2363636.364,234234.2342,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"425",706000,9e+06,0,1,0,0,0,0,0,0,0,2,2,1125000,90000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"426",641100,22967926.65,0,1,0,0,0,0,0,0,0,6,16,1233836.037,203851.1713,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",18197398,6e+06,0,0,0,0,0,0,0,0,0,4,10,1e+06,67415.73034,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"428",2012927,22971031.26,0,0,0,0,0,0,0,0,0,18,6,1065940.863,279174.988,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",1258000,810000,0,1,0,0,0,0,0,0,0,12,12,90000,7641.509434,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",109676311,4e+07,0,1,0,0,0,0,0,0,0,58,14,975609.7561,307692.3077,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431",3400278,1e+07,0,0,0,0,0,0,0,0,0,24,5,142857.1429,86206.89655,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",96060858,1.3e+07,0,0,0,0,0,0,0,0,0,125,7,464285.7143,115044.2478,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433",109130,1.6e+07,0,1,0,0,0,0,0,0,0,13,3,727272.7273,141592.9204,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434",147845033,5.7e+07,0,0,0,0,0,0,0,0,0,10,2,4071428.571,463414.6341,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",11130889,1.3e+07,0,1,0,0,0,0,0,0,0,16,18,216666.6667,125000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",300859,22974136.3,0,1,0,0,0,0,0,0,0,20,11,2932314.487,260650.1766,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"437",70918,22977241.75,0,1,1,0,0,0,0,0,0,9,9,5866583.85,247014.0568,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438",160583018,4e+07,0,0,0,0,0,0,0,0,0,11,17,2352941.176,454545.4545,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",50888000,7e+06,0,0,0,0,0,0,0,0,0,45,18,437500,64814.81481,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",285930,762241,0,1,0,0,0,0,0,0,0,24,1,27222.89286,5444.578571,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441",337580051,1.1e+08,0,0,0,0,0,0,0,0,0,90,17,2619047.619,1078431.373,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442",1986615,22980347.62,0,1,0,0,0,0,0,0,0,33,12,1380832.795,249725.0799,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"443",832735,22983453.91,0,0,0,0,0,0,0,0,0,10,4,5870495.558,282915.4486,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"444",4300000,22986560.62,0,0,0,0,0,0,0,0,0,14,3,618152.8831,228056.4035,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"445",47748,10300000,0,1,0,0,0,0,0,0,0,19,11,381481.4815,85833.33333,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446",343786,22989667.76,0,1,0,0,0,0,0,0,0,3,3,1236717.868,252662.7903,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"447",875386,1.4e+07,0,0,0,0,0,0,0,0,0,18,12,1750000,144329.8969,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448",254134910,3e+07,0,1,0,0,0,0,0,0,0,11,13,1666666.667,337078.6517,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449",315156409,8.5e+07,0,0,0,0,0,0,0,0,0,100,31,2236842.105,685483.871,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"450",5989640,8e+07,0,0,0,0,0,0,0,0,0,31,7,4e+06,727272.7273,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",12,2.3e+07,0,0,0,0,0,0,0,0,0,26,17,2090909.091,207207.2072,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"452",1787926,22992775.31,0,1,0,0,0,0,0,0,0,15,8,652929.7789,230445.8043,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"453",1009620,22995883.28,0,1,0,0,0,0,0,0,0,1,12,3359043.886,202700.9241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"454",12534961,5e+06,0,0,0,1,0,0,0,0,0,19,12,333333.3333,53763.44086,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"455",3790493,22998991.67,0,1,0,0,0,0,0,0,0,1,12,4704228.994,232882.6234,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"456",4910682,23002100.48,0,0,0,1,0,0,0,0,0,10,5,3921497.558,280106.9684,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"457",6000000,1288000,0,1,0,0,0,0,0,0,0,37,25,51520,9907.692308,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"458",340147,250000,0,1,0,0,0,0,0,0,0,1,12,125000,3048.780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"459",88923251,1.8e+07,0,0,0,0,0,0,0,0,0,18,2,473684.2105,191489.3617,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460",25405445,7e+06,0,0,0,0,0,0,0,0,0,20,27,437500,67307.69231,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"461",203781,23005209.71,0,1,1,0,0,0,0,0,0,6,13,2942103.543,189813.1318,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",147880543,2.2e+07,0,0,0,0,0,0,0,0,0,9,10,1466666.667,2e+05,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"463",171120329,9e+07,0,1,0,0,0,0,0,0,0,172,30,833333.3333,6e+05,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"464",126297830,23008319.37,0,1,0,0,0,0,0,0,0,8,4,1023681.476,189876.4029,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",15369573,3e+06,0,0,0,0,0,0,0,0,0,2,5,750000,30000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"466",18782400,23011429.44,0,1,0,0,0,0,0,0,0,7,7,2616946.909,194648.9436,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"467",270000000,1.7e+07,0,1,0,0,0,0,0,0,0,20,20,1133333.333,171717.1717,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"468",13620075,16500000,0,0,0,0,0,0,0,0,0,16,11,750000,152777.7778,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"469",318982,1.6e+07,0,1,0,0,0,0,0,0,0,17,3,695652.1739,160000,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470",115103979,113,0,1,0,0,0,0,0,0,0,7,7,10.27272727,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",1672730,2e+06,0,0,0,0,0,0,0,0,0,25,12,1e+06,16666.66667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"472",459270619,3.5e+07,0,0,0,0,0,0,0,0,0,21,21,402298.8506,350000,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"473",174999005,1.9e+07,0,1,0,0,0,0,0,0,0,54,5,1266666.667,191919.1919,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"474",23000,1.5e+07,0,1,1,0,0,0,0,0,0,2,4,1666666.667,151515.1515,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",6500000,2.5e+07,1,0,0,0,0,0,0,0,0,4,7,2500000,294117.6471,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",1612100,23014539.93,0,0,0,1,0,0,0,0,0,1,12,2617819.224,196336.4418,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"477",6375979,1.8e+07,0,1,0,0,0,0,0,0,0,2,3,2571428.571,180000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"478",4267218,3200000,0,1,0,0,0,0,0,0,0,8,6,110344.8276,32000,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479",22165608,2e+07,0,1,0,0,0,0,0,0,0,57,7,2e+06,217391.3043,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"480",16589540,23017650.85,0,1,0,0,0,0,0,0,0,7,1,3928037.746,226617.5623,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"481",1300000,23020762.18,0,0,0,0,0,0,0,0,0,2,1,1964673.546,259077.8302,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482",9400000,10500000,0,1,0,0,0,0,0,0,0,9,2,1166666.667,70469.79866,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"483",35743308,4.8e+07,0,1,0,0,0,0,0,0,0,6,17,2823529.412,363636.3636,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"484",187674,13500000,0,1,0,0,0,0,0,0,0,4,2,794117.6471,104651.1628,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"485",3335984,23023873.94,0,0,0,0,0,0,0,0,0,2,5,2358394.125,277458.1323,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"486",15478800,2.5e+07,0,1,1,0,0,0,0,0,0,75,13,1388888.889,204918.0328,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"487",186883563,6e+07,0,1,0,0,0,0,0,0,0,26,31,2857142.857,352941.1765,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488",3468423,4500000,1,1,0,0,0,0,0,0,0,3,7,1500000,69230.76923,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489",108782847,9e+06,0,0,0,1,0,0,0,0,0,64,23,219512.1951,86538.46154,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490",609524,250000,0,1,0,1,0,0,0,0,0,4,12,50000,2941.176471,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"491",1725381,590235,1,1,0,0,0,0,0,0,0,30,16,49186.25,6415.597826,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492",63215872,3.5e+07,0,1,1,0,0,0,0,0,0,17,23,4375000,380434.7826,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493",66351,1.2e+07,0,1,0,0,0,0,0,0,0,51,25,352941.1765,126315.7895,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",37803872,23026986.11,0,1,0,0,0,0,0,0,0,9,5,1387753.092,214470.9324,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",7306,2e+06,0,1,0,0,0,0,0,0,0,2,5,2e+05,20618.5567,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496",11838218,2.5e+07,0,0,0,0,0,0,0,0,0,2,12,1666666.667,252525.2525,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"497",3600000,2800000,0,0,0,1,0,0,0,0,0,53,2,280000,35000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"498",44065653,1.5e+07,0,0,0,0,0,0,0,0,0,9,10,1e+06,178571.4286,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",25,23030098.71,0,0,0,0,0,0,0,0,0,2,12,7866555.498,155260.9638,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",473226958,8e+07,1,0,0,0,0,0,0,0,0,9,21,3636363.636,898876.4045,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501",741766,23033211.72,0,1,0,0,0,0,0,0,0,8,13,2146139.368,162810.5728,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502",52034889,5.7e+07,0,1,0,0,0,0,0,0,0,6,13,4384615.385,463414.6341,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503",316472,23036325.16,0,1,0,0,0,0,0,0,0,39,11,1816569.402,227071.1753,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504",13071518,2.5e+07,0,1,0,0,0,0,0,0,0,3,6,320512.8205,195312.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"505",11750000,23039439.02,0,0,0,0,0,0,0,0,0,14,9,1027098.871,193633.3937,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506",10759,1e+07,0,1,0,0,0,0,0,0,0,12,9,666666.6667,91743.11927,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507",6673422,2.5e+07,0,1,0,0,0,0,0,0,0,14,7,1562500,240384.6154,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"508",102367405,6e+07,0,0,0,0,0,0,0,0,0,106,7,1935483.871,458015.2672,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"509",3221152,60000,0,1,0,0,0,0,0,0,0,10,10,4615.384615,714.2857143,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"510",13865435,6500000,0,0,0,1,0,0,0,0,0,54,9,590909.0909,73033.70787,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511",9600000,910000,0,1,0,0,0,0,0,0,0,11,6,41363.63636,8425.925926,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512",194647323,2.2e+07,0,1,0,0,0,0,0,0,0,64,13,366666.6667,220000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513",2500000,93,0,1,0,0,0,0,0,0,0,3,17,9.3,0.869158879,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"514",101646581,2.7e+07,0,0,0,0,0,0,0,0,0,15,8,1800000,272727.2727,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",53447,23042553.3,0,1,0,0,0,0,0,0,0,3,4,1817780.65,246157.7964,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"516",21133087,1.2e+07,0,0,0,1,0,0,0,0,0,8,20,1e+06,121212.1212,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"517",6000000,2e+06,0,1,0,0,0,0,0,0,0,13,12,153846.1538,12820.51282,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"518",123726688,1.5e+07,0,1,0,0,0,0,0,0,0,86,18,333333.3333,121951.2195,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519",820580447,1.49e+08,0,0,0,0,0,0,0,0,0,25,25,7095238.095,1056737.589,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520",28258060,3.2e+07,0,1,0,0,0,0,0,0,0,56,20,1142857.143,233576.6423,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"521",18195610,3e+07,0,1,0,0,0,0,0,0,0,21,22,1500000,277777.7778,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"522",365522,23045668,0,0,0,0,0,0,0,0,0,12,16,1575935.034,203784.7026,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523",28883511,1e+07,0,1,0,0,0,0,0,0,1,14,6,263157.8947,95238.09524,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524",122700000,1.3e+07,0,1,1,0,0,0,0,0,0,31,9,325000,59090.90909,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"525",8500000,23048783.12,0,1,0,0,0,0,0,0,0,14,8,1477931.574,130645.885,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"526",25345000,4e+06,0,0,0,0,0,0,0,0,0,8,9,363636.3636,40404.0404,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527",17425000,2e+07,0,0,0,0,0,0,0,0,0,26,11,1250000,183486.2385,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"528",41819064,6.2e+07,0,0,0,0,0,0,0,0,0,17,17,3263157.895,712643.6782,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"529",60000000,78146652,0,0,0,0,0,0,0,0,0,52,1,2298430.941,625173.216,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",38159905,2.8e+07,0,1,0,0,0,0,0,0,0,22,14,1272727.273,271844.6602,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"531",36000000,4100000,0,1,0,0,0,0,0,0,0,15,3,170833.3333,30370.37037,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",226286,23051898.66,0,0,0,0,0,0,0,0,0,6,3,3379255.354,202177.6708,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533",9697739,1.8e+07,0,0,0,0,0,0,0,0,0,3,9,2250000,168224.2991,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"534",126248813,4e+07,0,0,0,0,0,0,0,0,0,63,16,3333333.333,373831.7757,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535",46474,4e+06,0,1,0,0,0,0,0,0,0,8,13,5e+05,38095.2381,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",9323833,4.5e+07,0,1,0,0,0,0,0,0,0,12,9,1800000,281250,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537",19184015,3e+06,0,0,0,0,0,0,0,0,0,10,6,3e+06,26548.67257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"538",335062621,7.5e+07,0,0,0,0,0,0,0,0,0,30,10,2884615.385,551470.5882,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",474171806,4.8e+07,0,0,0,0,0,0,1,0,0,46,29,941176.4706,377952.7559,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"540",621951,23055014.63,0,0,0,0,0,0,0,0,0,2,3,3380381.773,271984.7403,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"541",128388320,1.5e+08,0,0,0,0,0,0,0,0,0,22,10,7894736.842,1351351.351,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542",7993039,6900000,0,1,0,0,0,0,0,0,0,8,14,405882.3529,67647.05882,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"543",40002112,6.5e+07,0,0,0,1,0,0,0,0,0,78,17,5909090.909,650000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"544",926287400,7.9e+07,0,0,0,0,0,0,0,0,0,36,21,2323529.412,441340.7821,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"545",20000000,8e+06,0,1,0,0,0,0,0,0,0,10,16,727272.7273,53691.27517,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546",7000000,5800000,0,1,0,0,0,0,0,0,0,28,8,181250,61052.63158,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"547",105834556,3e+07,0,1,0,0,0,0,0,0,0,25,14,2142857.143,240000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"548",16324573,3500000,0,0,0,1,0,0,0,0,0,23,21,166666.6667,37634.4086,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549",81705746,9e+06,0,0,0,1,0,0,0,0,0,3,9,6e+05,90909.09091,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550",238073,23058131.01,0,0,0,0,0,0,0,0,0,1,3,5917639.992,131503.1109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551",97837138,1.3e+07,0,1,0,0,0,0,0,0,0,12,4,1300000,160493.8272,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
